Date,High,Low,Open,Close,Volume,Adj Close,Predictions
2019-06-28,134.60000610351562,133.16000366210938,134.57000732421875,133.9600067138672,30043000.0,131.365234375,136.71542
2019-07-01,136.6999969482422,134.97000122070312,136.6300048828125,135.67999267578125,22613500.0,133.05191040039062,136.98134
2019-07-02,136.58999633789062,135.33999633789062,136.1199951171875,136.5800018310547,15237800.0,133.93447875976562,137.22911
2019-07-03,137.74000549316406,136.2899932861328,136.8000030517578,137.4600067138672,13629300.0,134.7974395751953,137.48512
2019-07-05,137.3300018310547,135.72000122070312,135.94000244140625,137.05999755859375,18141100.0,134.40518188476562,137.77037
2019-07-08,137.10000610351562,135.3699951171875,136.39999389648438,136.9600067138672,16779700.0,134.30712890625,138.05243
2019-07-09,136.97000122070312,135.8000030517578,136.0,136.4600067138672,19953100.0,133.81680297851562,138.3208
2019-07-10,138.5800018310547,137.02000427246094,137.1300048828125,137.85000610351562,24204400.0,135.17991638183594,138.55212
2019-07-11,139.22000122070312,137.8699951171875,138.1999969482422,138.39999389648438,22327900.0,135.71922302246094,138.80002
2019-07-12,139.1300048828125,138.00999450683594,138.85000610351562,138.89999389648438,18936800.0,136.2095489501953,139.0686
2019-07-15,139.5399932861328,138.4600067138672,139.44000244140625,138.89999389648438,16651500.0,136.2095489501953,139.36087
2019-07-16,139.0500030517578,136.52000427246094,138.9600067138672,137.0800018310547,22726100.0,134.42477416992188,139.65982
2019-07-17,137.92999267578125,136.22000122070312,137.6999969482422,136.27000427246094,20211000.0,133.6304931640625,139.88728
2019-07-18,136.6199951171875,134.6699981689453,135.5500030517578,136.4199981689453,30381800.0,133.777587890625,140.02847
2019-07-19,140.6699981689453,136.4499969482422,140.22000122070312,136.6199951171875,48992400.0,133.9737091064453,140.10751
2019-07-22,139.19000244140625,137.3300018310547,137.41000366210938,138.42999267578125,25074900.0,135.74862670898438,140.14453
2019-07-23,139.99000549316406,138.02999877929688,139.75999450683594,139.2899932861328,18034600.0,136.5919952392578,140.21504
2019-07-24,140.74000549316406,138.85000610351562,138.89999389648438,140.72000122070312,20738300.0,137.99429321289062,140.33589
2019-07-25,140.61000061035156,139.32000732421875,140.42999267578125,140.19000244140625,18356900.0,137.47454833984375,140.54124
2019-07-26,141.67999267578125,140.3000030517578,140.3699951171875,141.33999633789062,19037600.0,138.60226440429688,140.78036
2019-07-29,141.50999450683594,139.3699951171875,141.5,141.02999877929688,16605900.0,138.29827880859375,141.07993
2019-07-30,141.22000122070312,139.8000030517578,140.13999938964844,140.35000610351562,16846500.0,137.63145446777344,141.39964
2019-07-31,140.49000549316406,135.0800018310547,140.3300018310547,136.27000427246094,38598800.0,133.6304931640625,141.69899
2019-08-01,140.94000244140625,136.92999267578125,137.0,138.05999755859375,40557500.0,135.3857879638672,141.8252
2019-08-02,138.32000732421875,135.25999450683594,138.08999633789062,136.89999389648438,30791600.0,134.24826049804688,141.89264
2019-08-05,133.92999267578125,130.77999877929688,133.3000030517578,132.2100067138672,42749600.0,129.64913940429688,141.86629
2019-08-06,135.67999267578125,133.2100067138672,133.8000030517578,134.69000244140625,32696700.0,132.0811004638672,141.60365
2019-08-07,135.64999389648438,131.8300018310547,133.7899932861328,135.27999877929688,33414500.0,132.65963745117188,141.27661
2019-08-08,138.99000549316406,135.92999267578125,136.60000610351562,138.88999938964844,27496500.0,136.19972229003906,140.9284
2019-08-09,139.3800048828125,136.4600067138672,138.61000061035156,137.7100067138672,23466700.0,135.04258728027344,140.70868
2019-08-12,137.86000061035156,135.24000549316406,137.07000732421875,135.7899932861328,20484300.0,133.15977478027344,140.5423
2019-08-13,138.8000030517578,135.0,136.0500030517578,138.60000610351562,25154600.0,135.9153594970703,140.35634
2019-08-14,136.9199981689453,133.6699981689453,136.36000061035156,133.97999572753906,32527300.0,131.8223419189453,140.26955
2019-08-15,134.5800018310547,132.25,134.38999938964844,133.67999267578125,28074400.0,131.52716064453125,140.08395
2019-08-16,136.4600067138672,134.72000122070312,134.8800048828125,136.1300048828125,24449100.0,133.93771362304688,139.83168
2019-08-19,138.5500030517578,136.88999938964844,137.85000610351562,138.41000366210938,24355700.0,136.1810302734375,139.62701
2019-08-20,138.7100067138672,137.24000549316406,138.2100067138672,137.25999450683594,21170800.0,135.0495147705078,139.54189
2019-08-21,139.49000549316406,138.0,138.5500030517578,138.7899932861328,14970300.0,136.55487060546875,139.50204
2019-08-22,139.1999969482422,136.2899932861328,138.66000366210938,137.77999877929688,18697000.0,135.56114196777344,139.55637
2019-08-23,138.35000610351562,132.8000030517578,137.19000244140625,133.38999938964844,38508600.0,131.24183654785156,139.63794
2019-08-26,135.55999755859375,133.89999389648438,134.99000549316406,135.4499969482422,20312600.0,133.2686767578125,139.579
2019-08-27,136.72000122070312,134.66000366210938,136.38999938964844,135.74000549316406,23102100.0,133.55398559570312,139.50194
2019-08-28,135.75999450683594,133.5500030517578,134.8800048828125,135.55999755859375,17393300.0,133.3768768310547,139.41801
2019-08-29,138.44000244140625,136.91000366210938,137.25,138.1199951171875,20168700.0,135.89566040039062,139.32477
2019-08-30,139.17999267578125,136.27000427246094,139.14999389648438,137.86000061035156,23940100.0,135.63987731933594,139.32182
2019-09-03,137.1999969482422,135.6999969482422,136.61000061035156,136.0399932861328,18869300.0,133.84915161132812,139.3709
2019-09-04,137.69000244140625,136.47999572753906,137.3000030517578,137.6300048828125,17995900.0,135.41357421875,139.39195
2019-09-05,140.3800048828125,138.75999450683594,139.11000061035156,140.0500030517578,26101800.0,137.7946014404297,139.45355
2019-09-06,140.17999267578125,138.1999969482422,140.02999877929688,139.10000610351562,20824500.0,136.8599090576172,139.62682
2019-09-09,139.75,136.4600067138672,139.58999633789062,137.52000427246094,25773900.0,135.30535888671875,139.83682
2019-09-10,136.88999938964844,134.50999450683594,136.8000030517578,136.0800018310547,28903400.0,133.88853454589844,140.01187
2019-09-11,136.27000427246094,135.08999633789062,135.91000366210938,136.1199951171875,24726100.0,133.92787170410156,140.10524
2019-09-12,138.4199981689453,136.8699951171875,137.85000610351562,137.52000427246094,27010000.0,135.30535888671875,140.13852
2019-09-13,138.05999755859375,136.57000732421875,137.77999877929688,137.32000732421875,23363100.0,135.10855102539062,140.17604
2019-09-16,136.6999969482422,135.66000366210938,135.8300018310547,136.3300018310547,16731400.0,134.13449096679688,140.20486
2019-09-17,137.52000427246094,136.42999267578125,136.9600067138672,137.38999938964844,17814200.0,135.17742919921875,140.19131
2019-09-18,138.6699981689453,136.52999877929688,137.36000061035156,138.52000427246094,23982100.0,136.2892303466797,140.1881
2019-09-19,142.3699951171875,140.07000732421875,140.3000030517578,141.07000732421875,35772100.0,138.7981719970703,140.2314
2019-09-20,141.64999389648438,138.25,141.00999450683594,139.44000244140625,39167300.0,137.1944122314453,140.39867
2019-09-23,139.6300048828125,138.44000244140625,139.22999572753906,139.13999938964844,17139300.0,136.8992462158203,140.58742
2019-09-24,140.69000244140625,136.8800048828125,140.36000061035156,137.3800048828125,29773200.0,135.1676025390625,140.77914
2019-09-25,139.9600067138672,136.02999877929688,137.5,139.36000061035156,21382000.0,137.11570739746094,140.90227
2019-09-26,140.17999267578125,138.44000244140625,139.44000244140625,139.5399932861328,17456600.0,137.29278564453125,141.04576
2019-09-27,140.36000061035156,136.64999389648438,140.14999389648438,137.72999572753906,22477700.0,135.51193237304688,141.20042
2019-09-30,139.22000122070312,137.77999877929688,138.0500030517578,139.02999877929688,17280900.0,136.79100036621094,141.29193
2019-10-01,140.25,137.0,139.66000366210938,137.07000732421875,21466600.0,134.86260986328125,141.38516
2019-10-02,136.3699951171875,133.5800018310547,136.25,134.64999389648438,30521700.0,132.48155212402344,141.40146
2019-10-03,136.75,133.22000122070312,134.9499969482422,136.27999877929688,24132900.0,134.08531188964844,141.27692
2019-10-04,138.25,136.4199981689453,136.75,138.1199951171875,22897700.0,135.89566040039062,141.11696
2019-10-07,138.17999267578125,137.02000427246094,137.13999938964844,137.1199951171875,15303700.0,134.91177368164062,140.99924
2019-10-08,137.75999450683594,135.6199951171875,137.0800018310547,135.6699981689453,25550500.0,133.48513793945312,140.87726
2019-10-09,138.6999969482422,136.97000122070312,137.4600067138672,138.24000549316406,19749900.0,136.0137481689453,140.70729
2019-10-10,139.6699981689453,138.25,138.49000549316406,139.10000610351562,17654600.0,136.8599090576172,140.60506
2019-10-11,141.02999877929688,139.5,140.1199951171875,139.67999267578125,25446000.0,137.4305419921875,140.58188
2019-10-14,140.2899932861328,139.52000427246094,139.69000244140625,139.5500030517578,13304300.0,137.30264282226562,140.63834
2019-10-15,141.7899932861328,139.80999755859375,140.05999755859375,141.57000732421875,19695700.0,139.29013061523438,140.74619
2019-10-16,140.99000549316406,139.52999877929688,140.7899932861328,140.41000366210938,20751600.0,138.1488037109375,140.96225
2019-10-17,141.4199981689453,139.02000427246094,140.9499969482422,139.69000244140625,21460600.0,137.44039916992188,141.20361
2019-10-18,140.0,136.55999755859375,139.75999450683594,137.41000366210938,32273500.0,135.19711303710938,141.4316
2019-10-21,138.5,137.00999450683594,138.4499969482422,138.42999267578125,20078200.0,136.20066833496094,141.55919
2019-10-22,140.00999450683594,136.25999450683594,138.97000122070312,136.3699951171875,27431000.0,134.17385864257812,141.64932
2019-10-23,137.4499969482422,135.61000061035156,136.8800048828125,137.24000549316406,29844600.0,135.02984619140625,141.6298
2019-10-24,140.4199981689453,138.6699981689453,139.38999938964844,139.94000244140625,37029300.0,137.68637084960938,141.56627
2019-10-25,141.13999938964844,139.1999969482422,139.33999633789062,140.72999572753906,25959700.0,138.463623046875,141.5684
2019-10-28,145.6699981689453,143.50999450683594,144.39999389648438,144.19000244140625,35280100.0,141.86793518066406,141.64236
2019-10-29,144.5,142.64999389648438,144.0800018310547,142.8300018310547,20589500.0,140.5298309326172,141.89279
2019-10-30,145.0,142.7899932861328,143.52000427246094,144.61000061035156,18496600.0,142.2811737060547,142.20853
2019-10-31,144.92999267578125,142.99000549316406,144.89999389648438,143.3699951171875,24605100.0,141.0611114501953,142.6307
2019-11-01,144.4199981689453,142.97000122070312,144.25999450683594,143.72000122070312,33128400.0,141.40550231933594,143.06686
2019-11-04,145.0,144.16000366210938,144.8300018310547,144.5500030517578,16912000.0,142.22213745117188,143.51337
2019-11-05,145.02000427246094,143.91000366210938,144.97000122070312,144.4600067138672,18250200.0,142.13360595703125,143.98006
2019-11-06,144.52000427246094,143.1999969482422,144.3699951171875,144.05999755859375,16575800.0,141.74000549316406,144.43932
2019-11-07,144.8800048828125,143.77000427246094,143.83999633789062,144.25999450683594,17786700.0,141.93678283691406,144.8622
2019-11-08,145.99000549316406,143.75999450683594,143.97999572753906,145.9600067138672,16732700.0,143.60943603515625,145.25124
2019-11-11,146.4199981689453,144.72999572753906,145.33999633789062,146.11000061035156,14362600.0,143.7570037841797,145.66267
2019-11-12,147.57000732421875,146.05999755859375,146.27999877929688,147.07000732421875,18641600.0,144.70155334472656,146.07768
2019-11-13,147.4600067138672,146.27999877929688,146.74000549316406,147.30999755859375,16919200.0,144.93768310546875,146.51614
2019-11-14,148.41000366210938,147.0,147.02000427246094,148.05999755859375,19729800.0,145.67559814453125,146.96338
2019-11-15,149.99000549316406,148.27000427246094,148.92999267578125,149.97000122070312,23485700.0,147.55484008789062,147.42862
2019-11-18,150.5500030517578,148.97999572753906,150.07000732421875,150.33999633789062,21534000.0,147.9188995361328,147.95888
2019-11-19,151.3300018310547,150.1999969482422,150.8800048828125,150.38999938964844,23935700.0,147.9680633544922,148.52773
2019-11-20,150.83999633789062,148.4600067138672,150.30999755859375,149.6199951171875,25696800.0,147.71136474609375,149.10666
2019-11-21,149.8000030517578,148.5,149.39999389648438,149.47999572753906,18576100.0,147.57315063476562,149.64455
2019-11-22,150.3000030517578,148.82000732421875,150.07000732421875,149.58999633789062,15901800.0,147.68179321289062,150.1299
2019-11-25,151.35000610351562,149.9199981689453,150.0,151.22999572753906,22420900.0,149.3008575439453,150.5632
2019-11-26,152.4199981689453,151.32000732421875,151.36000061035156,152.02999877929688,24620100.0,150.09063720703125,151.00218
2019-11-27,152.5,151.52000427246094,152.3300018310547,152.32000732421875,15184400.0,150.376953125,151.45523
2019-11-29,152.3000030517578,151.27999877929688,152.10000610351562,151.3800048828125,11977300.0,149.44894409179688,151.91219
2019-12-02,151.8300018310547,148.32000732421875,151.80999755859375,149.5500030517578,27418400.0,147.6422882080078,152.3218
2019-12-03,149.42999267578125,146.64999389648438,147.49000549316406,149.30999755859375,24066000.0,147.4053497314453,152.61823
2019-12-04,150.17999267578125,149.1999969482422,150.13999938964844,149.85000610351562,17574700.0,147.93846130371094,152.81651
2019-12-05,150.32000732421875,149.47999572753906,150.0500030517578,149.92999267578125,17869100.0,148.01744079589844,152.95534
2019-12-06,151.8699951171875,150.27000427246094,150.99000549316406,151.75,16403500.0,149.814208984375,153.04718
2019-12-09,152.2100067138672,150.91000366210938,151.07000732421875,151.36000061035156,16687400.0,149.42919921875,153.16821
2019-12-10,151.88999938964844,150.75999450683594,151.2899932861328,151.1300048828125,16476100.0,149.20213317871094,153.28862
2019-12-11,151.8699951171875,150.3300018310547,151.5399932861328,151.6999969482422,18856600.0,149.7648468017578,153.3985
2019-12-12,153.44000244140625,151.02000427246094,151.64999389648438,153.24000549316406,24612100.0,151.28521728515625,153.51874
2019-12-13,154.88999938964844,152.8300018310547,153.0,154.52999877929688,23845400.0,152.55874633789062,153.69736
2019-12-16,155.89999389648438,154.82000732421875,155.11000061035156,155.52999877929688,24144200.0,153.54600524902344,153.9563
2019-12-17,155.7100067138672,154.4499969482422,155.4499969482422,154.69000244140625,25425600.0,152.71670532226562,154.29927
2019-12-18,155.47999572753906,154.17999267578125,154.3000030517578,154.3699951171875,24129200.0,152.4008026123047,154.65953
2019-12-19,155.77000427246094,153.75,154.0,155.7100067138672,24958900.0,153.7237091064453,155.01053
2019-12-20,158.49000549316406,156.2899932861328,157.35000610351562,157.41000366210938,53477500.0,155.4020233154297,155.39127
2019-12-23,158.1199951171875,157.27000427246094,158.1199951171875,157.41000366210938,17718200.0,155.4020233154297,155.8382
2019-12-24,157.7100067138672,157.1199951171875,157.47999572753906,157.3800048828125,8989200.0,155.37240600585938,156.31378
2019-12-26,158.72999572753906,157.39999389648438,157.55999755859375,158.6699981689453,14520600.0,156.6459503173828,156.79294
2019-12-27,159.5500030517578,158.22000122070312,159.4499969482422,158.9600067138672,18412800.0,156.9322509765625,157.30469
2019-12-30,159.02000427246094,156.72999572753906,158.99000549316406,157.58999633789062,16348400.0,155.57972717285156,157.82913
2019-12-31,157.77000427246094,156.4499969482422,156.77000427246094,157.6999969482422,18369400.0,155.68832397460938,158.29395
2020-01-02,160.72999572753906,158.3300018310547,158.77999877929688,160.6199951171875,22622100.0,158.57107543945312,158.70596
2020-01-03,159.9499969482422,158.05999755859375,158.32000732421875,158.6199951171875,21116200.0,156.59658813476562,159.16992
2020-01-06,159.10000610351562,156.50999450683594,157.0800018310547,159.02999877929688,20813700.0,157.00137329101562,159.575
2020-01-07,159.6699981689453,157.32000732421875,159.32000732421875,157.5800018310547,21634100.0,155.56985473632812,159.94397
2020-01-08,160.8000030517578,157.9499969482422,158.92999267578125,160.08999633789062,27746500.0,158.04783630371094,160.21916
2020-01-09,162.22000122070312,161.02999877929688,161.83999633789062,162.08999633789062,21385000.0,160.02230834960938,160.51117
2020-01-10,163.22000122070312,161.17999267578125,162.82000732421875,161.33999633789062,20725900.0,159.28187561035156,160.87097
2020-01-13,163.30999755859375,161.25999450683594,161.75999450683594,163.27999877929688,21626500.0,161.1971435546875,161.23653
2020-01-14,163.60000610351562,161.72000122070312,163.38999938964844,162.1300048828125,23477400.0,160.06179809570312,161.66748
2020-01-15,163.94000244140625,162.57000732421875,162.6199951171875,163.17999267578125,21417900.0,161.09841918945312,162.0843
2020-01-16,166.24000549316406,164.02999877929688,164.35000610351562,166.1699981689453,23865400.0,164.05027770996094,162.51814
2020-01-17,167.47000122070312,165.42999267578125,167.4199981689453,167.10000610351562,34371700.0,164.9684295654297,163.05447
2020-01-21,168.19000244140625,166.42999267578125,166.67999267578125,166.5,29517200.0,164.37606811523438,163.6729
2020-01-22,167.49000549316406,165.67999267578125,167.39999389648438,165.6999969482422,24138800.0,163.58627319335938,164.30629
2020-01-23,166.8000030517578,165.27000427246094,166.19000244140625,166.72000122070312,19680800.0,164.59326171875,164.90115
2020-01-24,167.52999877929688,164.4499969482422,167.50999450683594,165.0399932861328,24918100.0,162.9346923828125,165.48526
2020-01-27,163.3800048828125,160.1999969482422,161.14999389648438,162.27999877929688,32078100.0,160.2098846435547,165.97601
2020-01-28,165.75999450683594,163.07000732421875,163.77999877929688,165.4600067138672,24899900.0,163.34934997558594,166.28519
2020-01-29,168.75,165.69000244140625,167.83999633789062,168.0399932861328,34754500.0,165.89642333984375,166.57274
2020-01-30,174.0500030517578,170.7899932861328,174.0500030517578,172.77999877929688,51597500.0,170.57595825195312,166.91782
2020-01-31,172.39999389648438,169.5800018310547,172.2100067138672,170.22999572753906,36142700.0,168.0584716796875,167.4592
2020-02-03,174.5,170.39999389648438,170.42999267578125,174.3800048828125,30107000.0,172.15554809570312,168.02132
2020-02-04,180.63999938964844,176.30999755859375,177.13999938964844,180.1199951171875,36433300.0,177.82232666015625,168.73936
2020-02-05,184.1999969482422,178.41000366210938,184.02999877929688,179.89999389648438,39186300.0,177.6051483154297,169.74165
2020-02-06,183.82000732421875,180.05999755859375,180.97000122070312,183.6300048828125,27751400.0,181.2875518798828,170.89287
2020-02-07,185.6300048828125,182.47999572753906,182.85000610351562,183.88999938964844,33529100.0,181.54425048828125,172.2493
